,Song,Artist,Date,Year,Month,Day,Lyrics,Compound,Positive,Negative,Neutral
528,Mighty Mighty,"Earth, Wind & Fire",1974-05-21,1974,05,21,"Walk around, why wear a frown Say little people, try to put you down What you need, a helpin' hand All the strength, at your command  How's ya faith? Cause ya faith is you Who you kiddin', to yourself be true Spread ya love, for a brighter day For what ya search, you'll find a way  ...  ",0.9666,0.32,0.0,0.68
529,Oh My My,Ringo Starr,1974-05-21,1974,05,21,"One, two, three, four  I phoned up my doctor to see what's the matter He said, ""Come on over"", I said, ""Do I have to?"" My knees started shakin', my wrist started achin' When my doctor said to me  ""Oh my my, oh my my, can you boogie? Can you slide? Oh my my, oh my my, you can boogie if you try Oh my my, oh my my, it's guaranteed to keep you alive""  The head nurse she blew in just like a tornado When they started dancin', I jumped off the table I felt myself healin' and as I was leavin' ...  ",0.6946,0.067,0.0,0.933
530,Let's Get Married,Al Green,1974-05-21,1974,05,21,"Sitting here Wasting my time for you And I'm not too crazy About the idea Of having nothing to do  I'm tired of playing around A girl in every town, oh I wanna settle down And stop fooling around  I've got to stop fooling around (Let's get married) Stop fooling around  You don't believe me But I want to stop fooling around (Let's get married)  Let me say I didn't mean to say ...  ",-0.9588,0.059,0.289,0.653
531,You Won't See Me,Anne Murray,1974-05-21,1974,05,21,"When I call you up, your line's engaged I have had enough, so act your age We have lost the time that was so hard to find And I will lose my mind, if you won't see me You won't see me.  I don't know why you should want to hide But I can't get through, my hands are tied I won't want to stay, I don't have much to say But I can turn away if you won't see me ...  ",-0.505,0.066,0.106,0.829
532,I'll Have To Say I Love You In A Song,Jim Croce,1974-05-21,1974,05,21,"Well, I know it's kind of late I hope I didn't wake you But what I got to say can't wait I know you'd understand  cause Ev'ry time I tried to tell you The words just came out wrong So I'll have to say I love you in a song  Yeah, I know it's kind of strange ...  ",0.7357,0.191,0.087,0.722
533,Keep On Singing,Helen Reddy,1974-05-21,1974,05,21,"Keep on singing, don't stop singing You're gonna be a star some day You're gonna make a lot of people happy When they come to hear you play  I don't remember mama She died when I was born We lived in a one room shanty But daddy tried to make it a home When I was only 6 years old Started singin' in the streets People would throw me pennies So I could help daddy make ends meet  He said, ""Keep on singin' Don't stop singin' You're gonna be a star someday You're gonna make a lot of people happy When they come to hear you play""  He said, ""Keep on singin' Keep the bells a ringin' Spread the music from town to town There's not enough love in this old world So spread your song around""  By the time that I was 10 years old I had a little rock 'n' roll band ...  ",0.8746,0.121,0.044,0.835
534,One Hell Of A Woman,Mac Davis,1974-05-21,1974,05,21,One Hell Of A Woman Mac Davis (Davis/James)  She's a woman She's a baby She's a witch She's a lady She's a free and gentle spirit She can be what she wants to be And if she wants to be with me tonight That's alright  She's one hell of a woman ...  ,-0.5859,0.166,0.196,0.638
535,My Mistake (Was To Love You),Diana Ross & Marvin Gaye,1974-05-21,1974,05,21,"My mistake was to love you, girl Love you, girl My mistake was to give you all Tell the world  First I had you In the palm of my hand But I let you slip through Like rain to sand At the beginning When I didn't care Like my own reflection You were always there  My mistake was to love you, girl Love you, girl My mistake was to give you all ...  ",0.941,0.263,0.128,0.609
536,Rock Around The Clock,Bill Haley And His Comets,1974-05-21,1974,05,21,"One, two, three o'clock, four o'clock rock Five, six, seven o'clock, eight o'clock rock Nine, ten, eleven o'clock, twelve o'clock rock We're gonna rock around the clock tonight  Put your glad rags on and join me hon' We'll have some fun when the clock strikes one We're gonna rock around the clock tonight We're gonna rock, rock, rock, 'till broad daylight We're gonna rock, gonna rock around the clock tonight  ...  ",0.7184,0.109,0.032,0.859
537,Daybreak,Nilsson,1974-05-21,1974,05,21,"Here come the daylight It's makin' me sad Here come the sunlight Makin' me sad Had a good time last night Best I ever had Here come the sunshine That's makin' me sad So sad, so sad, so sad, so sad, yeah  Here come the daybreak It's bringin' me pain It's causin' me heartache I wish it would rain Had a good time last night Just me and my friends But here come the daylight ...  ",-0.5456,0.208,0.242,0.551
538,"Another Park, Another Sunday",The Doobie Brothers,1974-05-21,1974,05,21,"I'm sittin' in my room, I'm starin' out my window And I wonder where you've gone Thinking back on the happy hours just before the dawn Outside the wind is blowin' It seems to call your name again, where have you gone  City streets and lonely highways, I travel down My car is empty and the radio just seems to bring me down I'm just tryin' to find me A pretty smile that I can get into It's true, I'm lost without you  Another lonely park, another Sunday Why is it life turns out that way ...  ",0.6249,0.115,0.086,0.8
539,Lookin' For A Love,Bobby Womack,1974-05-21,1974,05,21,"I'm lookin' for a love I'm lookin', hey, for a love I'm gonna find I've got to find someone (I've got to find a love)  I'm lookin' for a love Everyday I'm lookin' for a love Well I'm and I'm lookin' here and there And I'm searching everywhere And I'm lookin', I'm lookin' I'm lookin', I'm lookin' (Lookin' for a love to call my own)  I'm lookin' for a love Lookin' for a love Well now and I'm lookin' here and there Still searching everywhere gotta (look), gotta (look), gotta (look) I've gotta, I've gotta find someone ...  ",0.9878,0.293,0.0,0.707
540,Haven't Got Time For The Pain,Carly Simon,1974-05-21,1974,05,21,"All those crazy nights when I cried myself to sleep . Now melodrama never makes me weep anymore 'cause I haven't got time for the pain I haven't got room for the pain I haven't the need for the pain Not since I've known you  You showed me how, how to leave myself behind How to turn down the noise in my mind Now I haven't got time for the pain I haven't got room for the pain I haven't the need for the pain  ...  ",-0.9683,0.031,0.268,0.701
541,Son Of Sagittarius,Eddie Kendricks,1974-05-21,1974,05,21,"I'm the fire, number nine, zodiac sign. Jupiter brings me the power. Saturn brings me peace of mind.  No use tryin' to change me. In lady luck, I put my trust  I'm the son of, I'm the one, ...  ",0.7579,0.233,0.096,0.671
542,No Charge,Melba Montgomery,1974-05-21,1974,05,21,"NO CHARGE Melba Montgomery Writer: HARLAN HOWARD  Recitation:  My little boy came into the kitchen this evenin' While I was fixin' supper And he handed me a piece of paper he'd been writin' on And after wipin' my hands on my apron I read it - and this is what it said:  For mowin' the yard - five dollars And for makin' my own bed this week - one dollar And for goin' to the store - fifty cents An' playin' with little brother, while you went shoppin' - twenty-five cents Takin' out the trash - one dollar Gettin' a good report card - five dollars And for rakin' the yard - two dollars ...  ",-0.0085,0.027,0.027,0.945
543,Seasons In The Sun,Terry Jacks,1974-05-21,1974,05,21,"Goodbye to you my trusted friend We've known each other since we were nine or ten Together we've climbed hills and trees Learned of love and ABCs Skinned our hearts and skinned our knees  Goodbye my friend, it's hard to die When all the birds are singing in the sky Now that the spring is in the air Pretty girls are everywhere Think of me and I'll be there  We had joy, we had fun We had seasons in the sun But the hills that we climbed Were just seasons out of time  Goodbye papa, please pray for me I was the black sheep of the family You tried to teach me right from wrong Too much wine and too much song Wonder how I got along  ...  ",0.9648,0.189,0.056,0.755
544,Sunshine On My Shoulders,John Denver,1974-05-21,1974,05,21,Sunshine on my shoulders makes me happy Sunshine in my eyes can make me cry Sunshine on the water looks so lovely Sunshine almost always makes me high  If I had a day that I could give you I'd give to you a day just like today If I had a song that I could sing for you I'd sing a song to make you feel this way ...  ,0.9673,0.298,0.039,0.663
545,Let It Ride,Bachman-Turner Overdrive,1974-05-21,1974,05,21,"Goodbye, I lied Don't cry, would you let it ride? Goodbye, I lied Don't cry, would you let it ride?  You can see the mornin', but I can see the light Try, try, try, let it ride While you've been out runnin', I've been waitin' half the night Try, try, try, let it ride  And would you cry if I told you that I lied? And would you say goodbye or would you let it ride? And would you cry if I told you that I lied? And would you say goodbye or would you let it ride?  Seems my life is not complete, I never see you smile Try, try, try, let it ride ...  ",-0.5871,0.083,0.114,0.803
546,The Same Love That Made Me Laugh,Bill Withers,1974-05-21,1974,05,21,"Your love is like a a chunk of gold Hard to gain, and hard to hold  Like a rose that's soft to touch Love has gone, and it hurts so much  Well and Why… Must the same love that made me laugh Make me cry?  Well now you think of love as sitting on a mountain Think of it as being a great big rock Won't you think before you started to roll it down Because once you start it, you can't make it stop ...  ",0.9856,0.348,0.079,0.572
547,Standing At The End Of The Line,Lobo,1974-05-21,1974,05,21,"You've been around for a long, long time, I've seen you here before You'll meet some guy who really turns you on And sneak out of the side door You'll never look my way I know, I ain't much to look at But one of these nights you're going home with me I'm gonna see to that  Well I'm just waiting out my time standing at the end of the line I got a lot of loving I'm saving inside for you ...  ",0.7184,0.073,0.0,0.927
548,Star Baby,The Guess Who,1974-05-21,1974,05,21,"Well I've never been much for admitting things That's why it's all so hard to say That I'm head over heels In love with your kind of insanity  And if it please your highness On a sunny day sometime Can I take your picture in the park With silk and satin on?  Star baby, flashy little shiny little two-timin' mama Singin' star baby, shiny little flashy little lovin' machine  I never been much good at keepin' a secret Now it's easy for me to say That I'm head over heels ...  ",0.7214,0.141,0.081,0.778
549,I Don't See Me In Your Eyes Anymore,Charlie Rich,1974-05-21,1974,05,21,"(Ah-ah-ah-ah-ah-ah-ah) I don't see me In your eyes anymore. Oh, why can't I Make them shine like before?  I don't see you (I don't see you) Or your heart in your kiss. (doo-doo-doo-do) That you should say ...  ",0.6486,0.138,0.0,0.862
550,A Very Special Love Song,Charlie Rich,1974-05-21,1974,05,21,"Babe, Somewhere I know I'm gonna find it, Babe. It'll have my love behind it, And it will be... A symphony... Of all you mean to me!  A Very special love song... oooh...  And Babe, If there's a way you know I'm gonna say it, Babe. ...  ",0.9133,0.226,0.0,0.774
551,One Chain Don't Make No Prison,Four Tops,1974-05-21,1974,05,21,Just because in a moment of madness I took advantage of your sweet love Don't just hand me a lifetime of sadness When there's so little I'm guilty of  One chain don't make no prison Two wrongs don't make no right One rain don't make no river One punch don't make no fight  Can you spare me a little affection Would that be askin' too much of you ...  ,0.8893,0.285,0.129,0.586
552,Can You Handle It?,Graham Central Station,1974-05-21,1974,05,21,"Hooo, hooo, yeah!  Hooo, hooo, yeah, yeah!   Yes ya made a fool,  Out of me, girl? But that made the man,  I was tryin' to be, girl, yeah.  You done me wrong,  Yes you did, now. But you only made me strong,  Yes you did, girl.  Tell me now,  (Now can you handle it?) She was your guitar maker. ...  ",0.9208,0.281,0.08,0.639
553,Satisfaction Guaranteed (Or Take Your Love Back),Harold Melvin And The Blue Notes,1974-05-21,1974,05,21,"Satisfaction guaranteed or take your love back Satisfaction guaranteed or take your love back I'll give you something good, yes I will Give you something good, yeah, yeah Oh yeah ...  ",0.9805,0.594,0.0,0.406
554,The Air That I Breathe,The Hollies,1974-05-21,1974,05,21,"If I could make a wish I think I'd pass Can't think of anything I need  No cigarettes, no sleep No light, no sound Nothing to eat No books to read  Making love with you Has left me peaceful, warm and tired What more could I ask? There's nothing left to be desired  Peace came upon me ...  ",0.6908,0.243,0.192,0.566
555,I'm Coming Home,The Spinners,1974-05-21,1974,05,21,"Sittin' in a railway station, My suitcase in my hand. Goin' back where I came from, Had more than I can stand.  Watchin' men destroy my dreams, Picked my brain 'til it was clean. When I was up They knocked me down, hey. I ain't goin' to hang around  I'm goin' ho-ho-home, hey, hey. (I'm comin' home) Yes I am. (Comin' home) More than I can stand, now doncha Tell someone to meet me, I'm comin' ho-ho-ho-home. Yeah, hey.  (Tell someone to meet me) Why doncha? (Home) Yesseree. Gotta tell y'all.  Came to this old town Seeking fortune and some fame. Never got the chance to prove myself Though I tried to play their game.  Usin' people just ain't my thing, I don't dangle from any string. ...  ",0.936,0.155,0.026,0.819
556,La Grange,ZZ Top,1974-05-21,1974,05,21,Rumour spreadin' 'round In that Texas town About that shack outside La Grange And you know what I'm talkin' about. Just let me know If you wanna go To that home out on the range. They got a lot of nice girls. ...  ,0.4215,0.064,0.0,0.936
557,Rikki Don't Lose That Number,Steely Dan,1974-05-21,1974,05,21,We hear you're leavin' That's okay I thought our little wild time Had just begun  I guessed you kind of scared yourself You turn and run But if you have a change of heart Rikki don't lose that number  You don't wanna call nobody else Send it off in a letter to yourself Rikki don't lose that number  It's the only one you own You might use it if you feel better When you get home ...  ,0.5689,0.115,0.07,0.815
558,Outside Woman,Bloodstone,1974-05-21,1974,05,21,"Cause you're the outside woman Don't feel bad, don't cry  I lay next to another woman But I call out your name (Calling, calling, calling) (Your name) yeah, babe  And I really want To see you right now But right now I can't Change a thing (Can't change a thing) (Can't change a thing)  But just remember Girl, I love you And as soon as I can I'll break away And see you, baby (Don't feel bad)  Sometimes it seems A million years between Our little get togethers ...  ",0.9081,0.153,0.0,0.847
559,Already Gone,Eagles,1974-05-21,1974,05,21,"Well, I heard some people talkin' just the other day And they said you were gonna put me on a shelf But let me tell you I got some news for you And you'll soon find out it's true And then you'll have to eat your lunch all by yourself 'Cause I'm already gone And I'm feelin' strong I will sing this victory song, woo, hoo, hoo, my my woo, hoo, hoo  The letter that you wrote me made me stop and wonder why But I guess you felt like you had to set things right ...  ",0.9287,0.162,0.021,0.817
560,Rhapsody In White,Love Unlimited Orchestra,1974-05-21,1974,05,21,,0.0,0.0,0.0,0.0
561,Piano Man,Billy Joel,1974-05-21,1974,05,21,It's nine o'clock on a saturday Regular crowd shuffles in There's an old man sittin' next to me Makin' love to his tonic and gin He says son can you play me a memory? I'm not really sure how it goes But it's sad and it's sweet and I knew it complete When I wore a younger man's clothes  La-la-la de-de da La-la de-de da da-da  Sing us a song you're the piano man Sing us a song tonight Well we're all in the mood for a melody And you've got us feelin' alright  Music  Now John at the bar is a friend of mine He gets me my drinks for free ...  ,0.9315,0.168,0.044,0.789
562,Help Yourself,The Undisputed Truth,1974-05-21,1974,05,21,"Aahhh, I just want to let you people know, yeah True love is hard to find and that's yourself  Aahhh, I just want to let you people know That, my son, when you find the one you want Don't let it go, no, no, no, no, no  Yeah, I'll send you my loving If you want me to I'd do anything you want If you ask me to  Well, I work my fingers 'Til they're black and blue All I've got to do is the one thing I'm gonna ask of me  Help yourself to my love and affection (Mmm-hmm) (Help yourself) All you gotta do is follow me in my direction (Hey, I'm on my way) Help yourself to my love that you know you need (Yes, indeed) (Help yourself) Get yourself a heaping help and help yourself ...  ",0.985,0.272,0.073,0.655
563,Time Will Tell,Tower Of Power,1974-05-21,1974,05,21,"It's a rare occasion When your plans and expectations Come down just exactly how you planned them Hey, life's just that way You better face the facts, sweet lady Things change from day to day It all depends upon the situation Who can say, any way? Time will tell Oh, and we'll both know so very well Time will tell ...  ",0.8211,0.131,0.0,0.869
564,On And On,Gladys Knight And The Pips,1974-05-21,1974,05,21,"Bet your life I'll be, yeah A better woman, you see All because you proved out to be A better man for me  You build me up with so much affection (You build me up with so much affection) And you make me realize my needs (And you make me realize my needs) We seem to move in the right direction (Seem to move in the right direction) Makin' love, makin' love (Makin' love, makin' love) Oh, please  Here we go On and on On and on On and on Here we go On and on On and on We gotta go On and on Keep on movin' On and on On and on  How can I How can I show you how I want, now, prove all love But I'm so afraid To take a part Don't break my heart The way so many lovers do  So good I feel 'Cause our love's for real Having tons of fun Since our love's begun  Huggin' and a-lovin' ...  ",0.9913,0.222,0.0,0.778
565,Sideshow,Blue Magic,1974-05-21,1974,05,21,"Hurry, hurry, step right up See the side show in town for only fifty cents  Step right up hurry, hurry, before the show begins, my friends Stand in line, get your ticket, I hope you will attend It'll only cost you fifty cents to see What life has done to those like you and me  See the man with the broken heart, you'll see that he is sad, he hurts so bad (so bad, so bad) See the girl who has lost the only love she ever had There's got to be no sadder show to see No doubt about it, satisfaction's guaranteed  So let the sideshow begin ...  ",-0.953,0.092,0.224,0.683
566,This Heart,Gene Redding,1974-05-21,1974,05,21,"Yours are the lips that Are tempting mine, oh, baby Your eyes keep giving me The go ahead sign, yes, they are  I should turn my Head and walk away But there's always Something that you say  That puts me where You want me, girl Like a fool, I stay  I'm telling you this heart Has never been broken This heart has never been broken ...  ",0.8445,0.192,0.04,0.768
567,Finally Got Myself Together (I'm A Changed Man),The Impressions,1974-05-21,1974,05,21,"Finally got myself together (now I know) Now I know just who I am (I'm a changed man) Finally got myself together (but now I know) Now I know just who I am  Been uptight and so confused Felt burned and felt abused I didn't know what was wrong with me I felt like the skid row was my destiny And I'm a changed man  Finally got myself together (and now I know, know, know) Now I know just who I am (I'm a changed man baby) Finally got myself together (and now I know, know, know) ...  ",-0.8439,0.027,0.126,0.847
568,Sleepin',Diana Ross,1974-05-21,1974,05,21,"Johnny's been runnin' hard all his life 'Cause life never treated him right Well he ain't running now You see his eyes are closed They can't hurt him tonight  Sleepin', he's sleepin' Just let him be for a while Don't wake him, don't take him To where the people don't smile  Sleepin', my man is sleepin' nice now Please let him stay here with me I promise, I'll keep him At home, where he's supposed to be  He's been out there ...  ",0.8301,0.138,0.04,0.822
569,Train Of Thought,Cher,1974-05-21,1974,05,21,"When you're talkin' in your sleep, And the name that you whisper ain't mine And I've finally faced the fact That you're cheatin' on me one more time When my anger starts to rumble And my steam starts to rise And the wheels keep turning Faster as I think of all your lies  Oh that train of thought runnin' right on time But it's off the track and I'm losing my mind 'Cause the way you used me Gonna drive me insane honey ...  ",-0.8957,0.0,0.13,0.87
570,Living In The U.s.a.,The Steve Miller Band,1974-05-21,1974,05,21,,0.0,0.0,0.0,0.0
571,Wildflower,The New Birth,1974-05-21,1974,05,21,"She's faced the hardest times you could imagine And many times her eyes fought back the tears, Lord, Lord And when her youthful world was about to fall in  Each time her slender shoulders Fought the weight of all her fears And a silent no one hears Still rings in midnight silence in her ear  Let her cry for she's a lady Let her dream 'Cause she is a child Let the rain fall down upon her She's a free and gentle flower growin' wild  And if by chance I should hold her Let me hold her for all time And if allowed just one possession I would pick her from the garden to be mine, hey, baby  Mmm... Ey... hey... hey... hey... yeah  Be careful how you touch her 'Cause she will awaken And sleep's the only freedom, oh, that she knows, Lord, Lord When you walk into your eyes, you won't believe ...  ",0.7096,0.121,0.086,0.794
572,Rock And Roll Heaven,The Righteous Brothers,1974-05-21,1974,05,21,"If you believe in forever Then life is just a one-night stand If there's a rock n' roll heaven Well you know they've got a hell of a band, band, band Jimmy  Gave us rainbows and Janis Took a piece of our hearts and Otis  Brought us all to the dock of a bay Sing a song to light my fire, remember Jim That way, they've all found another place, another place to play  If you believe in forever ...  ",-0.0516,0.094,0.085,0.821
573,Teen Angel,Wednesday,1974-05-21,1974,05,21,"Teen angel, teen angel Teen angel, ooh, ooh  That fateful night The car was stalled Upon the railroad track We pulled him out and we were safe But he went running back  (CHORUS) Teen angel, can you hear us ...  ",0.2732,0.068,0.042,0.89
574,Wonderful,Isaac Hayes,1974-05-21,1974,05,21,"It's wonderful to be in love with you It's so nice to know that you love me too  It seems like heaven is smiling at me The first time I saw your face This hunger started growing in me And those lips of yours, I just had to taste  Now that was the birth of our love affair And since then it's grown a thousand times You're the sweetest thing that love can bring And I'm so glad that you're mine ...  ",0.9895,0.358,0.019,0.623
575,Teenage Love Affair,Rick Derringer,1974-05-21,1974,05,21,"I thought she noticed me when I saw her She seemed to check me out right away So I asked her name, I played the old game Her reception seemed to be okay  She was a little thing, about fifteen And she liked to make the schoolboys stare It was an instant cosmic meet A teenage love affair  It was getting hotter, minute by minute Every second brought her closer to me Then we finally touched and We touched and we touched ...  ",0.8834,0.134,0.0,0.866
576,Rock The Boat,The Hues Corporation,1974-05-21,1974,05,21,"So I'd like to know where, you got the notion Said I'd like to know where, you got the notion (To rock the boat), don't rock the boat baby  , don't tip the boat over (Rock the boat), don't rock the boat baby (Rock the boat)  Ever since our voyage of love began Your touch has thrilled me like the rush of the wind And your arms have held me safe from a rolling sea There's always been a quiet place to harbor you and me  Our love is like a ship on the ocean We've been sailing with a cargo full of love and devotion So I'd like to know where, you got the notion Said I'd like to know where, you got the notion  , don't rock the boat baby ...  ",0.9891,0.249,0.0,0.751
577,Radar Love,Golden Earring,1974-05-21,1974,05,21,"I've been driving all night, my hands wet on the wheel There's a voice in my head that drives my heel It's my baby calling, says ""I need you here"" And it's a half past four and I'm shifting gear  When she is lonely and the longing gets too much She sends a cable coming in from above Don't need no phone at all  We've got a thing that's called radar love We've got a wave in the air Radar love  The radio is playing some forgotten song Brenda Lee's ""Comin' on Strong"" ...  ",0.8976,0.151,0.054,0.795
578,King Of Nothing,Seals & Crofts,1974-05-21,1974,05,21,"When I was 17, I Dreamed of being king and Having everything I wanted  But that was long ago and Dreams did not unfold so I'm still the king of nothing  When I was 17, I Dreamed I gave a ring to Pretty queen and then I held her ...  ",0.7096,0.129,0.0,0.871
579,I Hate Hate,Razzy,1974-05-21,1974,05,21,"Here's a song I want Everybody to listen to It's talking about love And it's talking about hate  You know, I think the only way We're gonna do away with hate is To get so much love going around That there just won't be any more hate  There's so much hate going on today On the right and on the left You see, we hate our brothers Yes, we do, and we hate our own self  There's even hate going on today Between the young folks and the old Can't see all this hate is really ...  ",-0.9595,0.1,0.239,0.661
580,I'm The Leader Of The Gang,Brownsville Station,1974-05-21,1974,05,21,"Oh, look out Out of the way  [CHORUS] You wanna be in my gang My gang, my gang You wanna be in my gang Oh, yeah  You wanna be in my gang My gang, my gang You wanna be in my gang  I'm the leader, I'm the leader I'm the leader of the gang, I am I'm the leader, I'm the leader I'm the one who put the bang in gang  I can take you higher than A kite every single night I can make you jump out of bed Standing on your head  You better believe me Come on, come on Oh, you better believe me ...  ",0.7906,0.073,0.0,0.927
581,Takin' Care Of Business,Bachman-Turner Overdrive,1974-05-21,1974,05,21,"They get up every morning From the alarm clock's warning Take the 8: 15 into the city There's a whistle up above And people pushing, people shoving And the girls who try to look pretty  And if your train's on time You can get to work by nine And start your slaving job to get your pay If you ever get annoyed Look at me, I'm self-employed I love to work at nothing all day  And I've been takin' care of business Every day Takin' care of business Every way  I've been takin' care of business It's all mine Takin' care of business And working overtime Work out If it were easy as fishin'  You could be a musician If you could make sounds loud or mellow Get a second-hand guitar Chances are you'll go far If you get in with the right bunch of fellows People see you having fun ...  ",0.9657,0.164,0.051,0.785
582,Come Monday,Jimmy Buffett,1974-05-21,1974,05,21,"Headin' out to San Francisco For the Labor Day weekend show I got my Hush Puppies on I guess I never was meant for glitter rock n' roll And honey, I didn't know that I'd be missin' you so  Come Monday, it'll be all right Come Monday, I'll be holdin' you tight I spent four lonely days in a brown LA haze And I just want you back by my side  Yes, it's been quite a summer Rent-a-cars and westbound trains And now you're off on vacation ...  ",0.128,0.048,0.03,0.922
583,(everybody Wanna Get Rich) Rite Away,Dr. John,1974-05-21,1974,05,21,Hot change Got it right in the groove And a rang-a-tang Joe Is a ring-a-ding mood A little racka tacka tacka tacka run done thing A racka tacka tacka tacka run done thing A racka tacka tacka tacka run done thing ...  ,0.0,0.0,0.0,1.0
584,Keep On Smilin',Wet Willie,1974-05-21,1974,05,21,"Well you say you got the blues You got holes in both of your shoes, yeah You're feeling alone and confused You got to keep on smilin', just keep on smilin'  Yeah, you're, you're 'bout to go insane 'Cause your woman's playing games And she says that you're to blame You try to keep on smilin', just keep on smilin'  Keep on smilin' through the rain Laughin' at the pain Just flowin' with the changes Till the sun comes out again  Keep on smilin' through the rain ...  ",-0.5994,0.098,0.126,0.776
585,Kissin' Time,KISS,1974-05-21,1974,05,21,"Come on, Charlotte Wake up, San Diego, Milwaukee, Miami Put your two lips together and kiss  We're kissin' in Cleveland and Cincinnati, too Way out in Chicago, I'll tell you what to do They party all over, even in St. Lou' So, baby, get ready and I'll be kissin' you  Woah, 'cause anytime is kissin' time, USA So treat me right, don't make me fight And we'll rock and roll tonight  ...  ",0.9089,0.167,0.0,0.833
586,Something,Johnny Rodriguez,1974-05-21,1974,05,21,,0.0,0.0,0.0,0.0
587,Love That Really Counts,Natural Four,1974-05-21,1974,05,21,"I used to think that The best things in life Were the things that Only money could buy  So I hustled instead Never took time to pray There was nothing new That I wouldn't try  Hey, then one day I found There was no love around I was feeling kind Of empty inside  Without the love of someone Living just ain't no fun That's when I first realized  That it's love that really counts Everything else can run out And if you find a love that's true Better try your best to Keep her with you  So many people Confused these days ...  ",0.9782,0.273,0.09,0.637
588,After Midnight,Maggie Bell,1974-05-21,1974,05,21,After midnight we're gonna let it all hang out After midnight we're gonna chug-a-lug and shout We're gonna cause talk and suspicion Give 'em an exhibition Find out what it is all about  After midnight we're gonna let it all hang out ...  ,-0.3818,0.0,0.058,0.942
589,Get Down Tonight,KC And The Sunshine Band,1975-08-27,1975,08,27,"Baby, baby, let's get together Honey, honey, me and you And do the things, ah, do the things That we like to do  Oh, do a little dance, make a little love Get down tonight, get down tonight Do a little dance, make a little love Get down tonight, get down tonight  Baby, baby, I'll meet you ...  ",0.8837,0.168,0.0,0.832
590,Fallin' In Love,"Hamilton, Joe Frank & Reynolds",1975-08-27,1975,08,27,"Baby, baby, fallin' in love I'm fallin' in love again Baby, baby, fallin' in love I'm fallin' in love again  I could never see what fate had planned for me And then, you came and made my days this man's reality Maybe you can see all the things you've been to me But my simple fate is at the gate and girl, you've got the key  Baby, baby, fallin' in love I'm fallin' in love again Baby, baby, fallin' in love I'm fallin' in love again ...  ",0.9887,0.301,0.0,0.699
591,Rhinestone Cowboy,Glen Campbell,1975-08-27,1975,08,27,I've been walkin' these streets so long Singin' the same old song I know every crack in these dirty sidewalks of Broadway Where hustle's the name of the game And nice guys get washed away like the snow and the rain There's been a load of compromisin' On the road to my horizon  But I'm gonna be where the lights are shinin' on me Like a rhinestone cowboy Riding out on a horse in a star-spangled rodeo Like a rhinestone cowboy ...  ,0.7506,0.122,0.034,0.843
592,One Of These Nights,Eagles,1975-08-27,1975,08,27,One of these nights One of these crazy old nights We're gonna find out pretty mama What turns on your lights The full moon is calling The fever is high And the wicked wind whispers and moans You got your demons you got desires Well I got a few of my own Ooh... someone to be kind to in between the dark and the light Ooh... coming right behind you swear I'm gonna find you One of these nights One of these dreams One of these lost and lonely dreams now We're gonna find one Mmmm... one that really screams I've been searching for the daughter of the Devil himself ...  ,-0.6361,0.108,0.156,0.736
593,How Sweet It Is (To Be Loved By You),James Taylor,1975-08-27,1975,08,27,"How sweet it is to be loved by you How sweet it is to be loved by you  I needed the shelter of someone's arms, there you were I needed someone to understand my ups and downs, there you were With sweet love and devotion Deeply touching my emotion I just want to stop (stop) just to thank you baby I just want to stop (stop) just to thank you baby  How sweet it is to be loved by you How sweet it is to be loved by you  I close my eyes at night ...  ",0.9906,0.367,0.036,0.598
594,Jive Talkin',Bee Gees,1975-08-27,1975,08,27,"It's just your jive talkin' You're telling me lies, yeah Jive talkin' You wear a disguise Jive talkin' So misunderstood, yeah Jive talkin' You really no good  Oh, my child You'll never know Just what you mean to me Oh, my child You got so much You're gonna take away my energy  With all your jive talkin' You're telling me lies, yeah Good lovin' Still gets in my eyes Nobody believes what you say It's just your jive talkin' That gets in the way ...  ",0.2482,0.147,0.127,0.726
595,At Seventeen,Janis Ian,1975-08-27,1975,08,27,"I learned the truth at seventeen That love was meant for beauty queens And high school girls with clear skinned smiles Who married young and then retired The valentines I never knew The Friday night charades of youth Were spent on one more beautiful At seventeen, I learned the truth  And those of us with ravaged faces Lacking in the social graces Desperately remained at home Inventing lovers on the phone Who called to say ""come dance with me"" And murmured vague obscenities It isn't all it seems At seventeen  ...  ",0.9764,0.26,0.037,0.703
596,Someone Saved My Life Tonight,Elton John,1975-08-27,1975,08,27,When I think of those east end lights Muggy nights the curtains drawn In the little room downstairs Prima donna Lord you really should have been there Sittin' like a princess perched in her electric chair And it's one more beer and I don't hear you anymore We've all gone crazy lately My friend's out there rolling 'round the basement floor (ooh-ooh-ooh-ooh-ooh...)  And someone saved my life tonight Sugar bear (sugar bear...)  You almost had your hooks in me Didn't you dear You nearly had me roped and tied Altar bound hypnotized sweet freedom Whispered in my ear You're a butterfly And butterflies are free to fly Fly away High away Bye bye (ooh-ooh-ooh-ooh-ooh...)  Never realized the passing hours of evening showers Slip noose hanging in my darkest dreams I'm strangled by your haunted social scene Just a pawn outplayed by a dominating queen It's four o'clock in the morning Damn it listen to me good I'm sleeping with myself tonight ...  ,0.4795,0.117,0.106,0.777
